TeamID,Week,Year.x,GID,Name,Pos,Team.x,h.a,Oppt,FD.points,FD.salary,Team.y,Rk.x,G.x,Pts.G.x,TotPts.x,Att.x,Att.G.x,Yds.x,Avg.x,Yds.G.x,TD.x,Lng.x,X1st.x,X1st..x,X20..x,X40..x,FUM.x,Rk.y,G.y,Pts.G.y,TotPts.y,Comp,Att.y,Pct,Att.G.y,Yds.y,Avg.y,Yds.G.y,TD.y,Int,X1st.y,X1st..y,Lng.y,X20..y,X40..y,Sck,Rate,k,G,Pts.G,TotPts,Scrm.Plys,Yds.G,Yds.P,X1st.G,X3rd.Md,X3rd.Att,X3rd.Pct,X4th.Md,X4th.Att,X4th.Pct,Pen,Pen.Yds,ToP.G,FUM.y,Lost,Year.y,Rk,Scored Labels
7,3,2016,2957,"Williams, Damien",RB,MIA,t,cin,7.15000009536743,4900,Cincinnati Bengals,7,16,17.4,279,344,21.5,1477,4.3,92.3,8,69T,74,21.5,11,3,4,20,16,17.4,279,415,646,64.2,40.4,3976,6.6,248.5,18,21,202,31.3,64T,39,6,42,78.9,11,16,174,279,1032,340.8,5.3,19.2,86,218,39,9,20,45,116,1063,29:49,11,7,2016,NA,8.75589275360107
7,3,2016,2957,"Williams, Damien",RB,MIA,t,cin,7.15000009536743,4900,Cincinnati Bengals,18,3,25,75,89,29.7,328,3.7,109.3,0,16,17,19.1,0,0,1,13,3,25,75,61,107,57,35.7,741,7.1,247,9,3,36,33.6,55T,10,4,4,95.5,NA,3,25,75,200,356.3,5.3,20.7,17,41,42,0,1,0,17,190,31:54,3,1,NA,15,10.0063762664795
7,3,2016,2860,"Pead, Isaiah",RB,MIA,t,cin,1.70000004768372,4500,Cincinnati Bengals,7,16,17.4,279,344,21.5,1477,4.3,92.3,8,69T,74,21.5,11,3,4,20,16,17.4,279,415,646,64.2,40.4,3976,6.6,248.5,18,21,202,31.3,64T,39,6,42,78.9,11,16,174,279,1032,340.8,5.3,19.2,86,218,39,9,20,45,116,1063,29:49,11,7,2016,NA,1.89237713813782
7,3,2016,2860,"Pead, Isaiah",RB,MIA,t,cin,1.70000004768372,4500,Cincinnati Bengals,18,3,25,75,89,29.7,328,3.7,109.3,0,16,17,19.1,0,0,1,13,3,25,75,61,107,57,35.7,741,7.1,247,9,3,36,33.6,55T,10,4,4,95.5,NA,3,25,75,200,356.3,5.3,20.7,17,41,42,0,1,0,17,190,31:54,3,1,NA,15,3.03898787498474
7,3,2016,1489,"Murphy, Tyler",WR,MIA,t,cin,2.09999990463257,4500,Cincinnati Bengals,7,16,17.4,279,344,21.5,1477,4.3,92.3,8,69T,74,21.5,11,3,4,20,16,17.4,279,415,646,64.2,40.4,3976,6.6,248.5,18,21,202,31.3,64T,39,6,42,78.9,11,16,174,279,1032,340.8,5.3,19.2,86,218,39,9,20,45,116,1063,29:49,11,7,2016,NA,2.27757048606873
7,3,2016,1489,"Murphy, Tyler",WR,MIA,t,cin,2.09999990463257,4500,Cincinnati Bengals,18,3,25,75,89,29.7,328,3.7,109.3,0,16,17,19.1,0,0,1,13,3,25,75,61,107,57,35.7,741,7.1,247,9,3,36,33.6,55T,10,4,4,95.5,NA,3,25,75,200,356.3,5.3,20.7,17,41,42,0,1,0,17,190,31:54,3,1,NA,15,3.38866400718689
7,3,2016,5474,"Carroo, Leonte",WR,MIA,t,cin,2.40000009536743,4500,Cincinnati Bengals,7,16,17.4,279,344,21.5,1477,4.3,92.3,8,69T,74,21.5,11,3,4,20,16,17.4,279,415,646,64.2,40.4,3976,6.6,248.5,18,21,202,31.3,64T,39,6,42,78.9,11,16,174,279,1032,340.8,5.3,19.2,86,218,39,9,20,45,116,1063,29:49,11,7,2016,NA,2.40166163444519
7,3,2016,5474,"Carroo, Leonte",WR,MIA,t,cin,2.40000009536743,4500,Cincinnati Bengals,18,3,25,75,89,29.7,328,3.7,109.3,0,16,17,19.1,0,0,1,13,3,25,75,61,107,57,35.7,741,7.1,247,9,3,36,33.6,55T,10,4,4,95.5,NA,3,25,75,200,356.3,5.3,20.7,17,41,42,0,1,0,17,190,31:54,3,1,NA,15,3.4902651309967
7,3,2016,6237,"Franks, Andrew",K,MIA,t,cin,5.66666666666667,4500,Cincinnati Bengals,7,16,17.4,279,344,21.5,1477,4.3,92.3,8,69T,74,21.5,11,3,4,20,16,17.4,279,415,646,64.2,40.4,3976,6.6,248.5,18,21,202,31.3,64T,39,6,42,78.9,11,16,174,279,1032,340.8,5.3,19.2,86,218,39,9,20,45,116,1063,29:49,11,7,2016,NA,5.7273120880127
7,3,2016,6237,"Franks, Andrew",K,MIA,t,cin,5.66666666666667,4500,Cincinnati Bengals,18,3,25,75,89,29.7,328,3.7,109.3,0,16,17,19.1,0,0,1,13,3,25,75,61,107,57,35.7,741,7.1,247,9,3,36,33.6,55T,10,4,4,95.5,NA,3,25,75,200,356.3,5.3,20.7,17,41,42,0,1,0,17,190,31:54,3,1,NA,15,6.98542976379395
7,3,2016,5486,"Grant, Jakeem",WR,MIA,t,cin,0,4500,Cincinnati Bengals,7,16,17.4,279,344,21.5,1477,4.3,92.3,8,69T,74,21.5,11,3,4,20,16,17.4,279,415,646,64.2,40.4,3976,6.6,248.5,18,21,202,31.3,64T,39,6,42,78.9,11,16,174,279,1032,340.8,5.3,19.2,86,218,39,9,20,45,116,1063,29:49,11,7,2016,NA,-0.00672602653503418
7,3,2016,5486,"Grant, Jakeem",WR,MIA,t,cin,0,4500,Cincinnati Bengals,18,3,25,75,89,29.7,328,3.7,109.3,0,16,17,19.1,0,0,1,13,3,25,75,61,107,57,35.7,741,7.1,247,9,3,36,33.6,55T,10,4,4,95.5,NA,3,25,75,200,356.3,5.3,20.7,17,41,42,0,1,0,17,190,31:54,3,1,NA,15,0.995047807693481
7,3,2016,5207,"Hunter, Justin",WR,MIA,t,cin,4.82222239176432,4500,Cincinnati Bengals,7,16,17.4,279,344,21.5,1477,4.3,92.3,8,69T,74,21.5,11,3,4,20,16,17.4,279,415,646,64.2,40.4,3976,6.6,248.5,18,21,202,31.3,64T,39,6,42,78.9,11,16,174,279,1032,340.8,5.3,19.2,86,218,39,9,20,45,116,1063,29:49,11,7,2016,NA,4.83764457702637
7,3,2016,5207,"Hunter, Justin",WR,MIA,t,cin,4.82222239176432,4500,Cincinnati Bengals,18,3,25,75,89,29.7,328,3.7,109.3,0,16,17,19.1,0,0,1,13,3,25,75,61,107,57,35.7,741,7.1,247,9,3,36,33.6,55T,10,4,4,95.5,NA,3,25,75,200,356.3,5.3,20.7,17,41,42,0,1,0,17,190,31:54,3,1,NA,15,5.95613574981689
14,3,2016,5258,"Robinson, Allen",WR,JAC,t,ind,12.7666664123535,8300,Indianapolis Colts,25,16,25.5,408,452,28.2,1952,4.3,122,14,56,89,19.7,16,3,10,24,16,25.5,408,354,585,60.5,36.6,4114,7.5,257.1,29,17,210,35.9,80T,64,12,35,88,26,16,255,408,1072,379.1,5.7,20.7,89,227,39,10,14,71,133,1168,31:06,20,8,2016,NA,13.9680557250977
14,3,2016,5258,"Robinson, Allen",WR,JAC,t,ind,12.7666664123535,8300,Indianapolis Colts,13,3,31.7,95,72,24,287,4,95.7,4,21T,15,20.8,1,0,0,27,3,31.7,95,79,111,71.2,37,913,8.4,304.3,3,1,49,44.1,44,10,2,4,101.6,NA,3,31.7,95,187,400,6.4,23,14,31,45,0,0,0,26,204,29:31,4,3,NA,24,17.7729778289795
14,3,2016,1442,"Bortles, Blake",QB,JAC,t,ind,17.0066668192546,7700,Indianapolis Colts,25,16,25.5,408,452,28.2,1952,4.3,122,14,56,89,19.7,16,3,10,24,16,25.5,408,354,585,60.5,36.6,4114,7.5,257.1,29,17,210,35.9,80T,64,12,35,88,26,16,255,408,1072,379.1,5.7,20.7,89,227,39,10,14,71,133,1168,31:06,20,8,2016,NA,14.3028297424316
14,3,2016,1442,"Bortles, Blake",QB,JAC,t,ind,17.0066668192546,7700,Indianapolis Colts,13,3,31.7,95,72,24,287,4,95.7,4,21T,15,20.8,1,0,0,27,3,31.7,95,79,111,71.2,37,913,8.4,304.3,3,1,49,44.1,44,10,2,4,101.6,NA,3,31.7,95,187,400,6.4,23,14,31,45,0,0,0,26,204,29:31,4,3,NA,24,18.5599117279053
14,3,2016,2993,"Yeldon, T.J.",RB,JAC,t,ind,8.83333333333333,6700,Indianapolis Colts,25,16,25.5,408,452,28.2,1952,4.3,122,14,56,89,19.7,16,3,10,24,16,25.5,408,354,585,60.5,36.6,4114,7.5,257.1,29,17,210,35.9,80T,64,12,35,88,26,16,255,408,1072,379.1,5.7,20.7,89,227,39,10,14,71,133,1168,31:06,20,8,2016,NA,8.26590538024902
14,3,2016,2993,"Yeldon, T.J.",RB,JAC,t,ind,8.83333333333333,6700,Indianapolis Colts,13,3,31.7,95,72,24,287,4,95.7,4,21T,15,20.8,1,0,0,27,3,31.7,95,79,111,71.2,37,913,8.4,304.3,3,1,49,44.1,44,10,2,4,101.6,NA,3,31.7,95,187,400,6.4,23,14,31,45,0,0,0,26,204,29:31,4,3,NA,24,11.9331474304199
14,3,2016,5341,"Hurns, Allen",WR,JAC,t,ind,8.13333320617676,6100,Indianapolis Colts,25,16,25.5,408,452,28.2,1952,4.3,122,14,56,89,19.7,16,3,10,24,16,25.5,408,354,585,60.5,36.6,4114,7.5,257.1,29,17,210,35.9,80T,64,12,35,88,26,16,255,408,1072,379.1,5.7,20.7,89,227,39,10,14,71,133,1168,31:06,20,8,2016,NA,6.74486351013184
14,3,2016,5341,"Hurns, Allen",WR,JAC,t,ind,8.13333320617676,6100,Indianapolis Colts,13,3,31.7,95,72,24,287,4,95.7,4,21T,15,20.8,1,0,0,27,3,31.7,95,79,111,71.2,37,913,8.4,304.3,3,1,49,44.1,44,10,2,4,101.6,NA,3,31.7,95,187,400,6.4,23,14,31,45,0,0,0,26,204,29:31,4,3,NA,24,10.2362899780273
14,3,2016,4324,"Lewis, Marcedes",TE,JAC,t,ind,6,4600,Indianapolis Colts,25,16,25.5,408,452,28.2,1952,4.3,122,14,56,89,19.7,16,3,10,24,16,25.5,408,354,585,60.5,36.6,4114,7.5,257.1,29,17,210,35.9,80T,64,12,35,88,26,16,255,408,1072,379.1,5.7,20.7,89,227,39,10,14,71,133,1168,31:06,20,8,2016,NA,3.58711123466492
14,3,2016,4324,"Lewis, Marcedes",TE,JAC,t,ind,6,4600,Indianapolis Colts,13,3,31.7,95,72,24,287,4,95.7,4,21T,15,20.8,1,0,0,27,3,31.7,95,79,111,71.2,37,913,8.4,304.3,3,1,49,44.1,44,10,2,4,101.6,NA,3,31.7,95,187,400,6.4,23,14,31,45,0,0,0,26,204,29:31,4,3,NA,24,6.82957077026367
14,3,2016,5391,"Greene, Rashad",WR,JAC,t,ind,0.866666634877523,4600,Indianapolis Colts,25,16,25.5,408,452,28.2,1952,4.3,122,14,56,89,19.7,16,3,10,24,16,25.5,408,354,585,60.5,36.6,4114,7.5,257.1,29,17,210,35.9,80T,64,12,35,88,26,16,255,408,1072,379.1,5.7,20.7,89,227,39,10,14,71,133,1168,31:06,20,8,2016,NA,2.30015063285828
14,3,2016,5391,"Greene, Rashad",WR,JAC,t,ind,0.866666634877523,4600,Indianapolis Colts,13,3,31.7,95,72,24,287,4,95.7,4,21T,15,20.8,1,0,0,27,3,31.7,95,79,111,71.2,37,913,8.4,304.3,3,1,49,44.1,44,10,2,4,101.6,NA,3,31.7,95,187,400,6.4,23,14,31,45,0,0,0,26,204,29:31,4,3,NA,24,5.3171215057373
14,3,2016,4645,"Jacobs, Nic",TE,JAC,t,ind,0.366666674613953,4500,Indianapolis Colts,25,16,25.5,408,452,28.2,1952,4.3,122,14,56,89,19.7,16,3,10,24,16,25.5,408,354,585,60.5,36.6,4114,7.5,257.1,29,17,210,35.9,80T,64,12,35,88,26,16,255,408,1072,379.1,5.7,20.7,89,227,39,10,14,71,133,1168,31:06,20,8,2016,NA,3.29259467124939
14,3,2016,4645,"Jacobs, Nic",TE,JAC,t,ind,0.366666674613953,4500,Indianapolis Colts,13,3,31.7,95,72,24,287,4,95.7,4,21T,15,20.8,1,0,0,27,3,31.7,95,79,111,71.2,37,913,8.4,304.3,3,1,49,44.1,44,10,2,4,101.6,NA,3,31.7,95,187,400,6.4,23,14,31,45,0,0,0,26,204,29:31,4,3,NA,24,6.49122047424316
14,3,2016,2901,"Robinson, Denard",RB,JAC,t,ind,1.29999995231628,4500,Indianapolis Colts,25,16,25.5,408,452,28.2,1952,4.3,122,14,56,89,19.7,16,3,10,24,16,25.5,408,354,585,60.5,36.6,4114,7.5,257.1,29,17,210,35.9,80T,64,12,35,88,26,16,255,408,1072,379.1,5.7,20.7,89,227,39,10,14,71,133,1168,31:06,20,8,2016,NA,1.69295763969421
14,3,2016,2901,"Robinson, Denard",RB,JAC,t,ind,1.29999995231628,4500,Indianapolis Colts,13,3,31.7,95,72,24,287,4,95.7,4,21T,15,20.8,1,0,0,27,3,31.7,95,79,111,71.2,37,913,8.4,304.3,3,1,49,44.1,44,10,2,4,101.6,NA,3,31.7,95,187,400,6.4,23,14,31,45,0,0,0,26,204,29:31,4,3,NA,24,4.67705345153809
14,3,2016,5256,"Lee, Marqise",WR,JAC,t,ind,6.70000012715658,4500,Indianapolis Colts,25,16,25.5,408,452,28.2,1952,4.3,122,14,56,89,19.7,16,3,10,24,16,25.5,408,354,585,60.5,36.6,4114,7.5,257.1,29,17,210,35.9,80T,64,12,35,88,26,16,255,408,1072,379.1,5.7,20.7,89,227,39,10,14,71,133,1168,31:06,20,8,2016,NA,2.03423762321472
14,3,2016,5256,"Lee, Marqise",WR,JAC,t,ind,6.70000012715658,4500,Indianapolis Colts,13,3,31.7,95,72,24,287,4,95.7,4,21T,15,20.8,1,0,0,27,3,31.7,95,79,111,71.2,37,913,8.4,304.3,3,1,49,44.1,44,10,2,4,101.6,NA,3,31.7,95,187,400,6.4,23,14,31,45,0,0,0,26,204,29:31,4,3,NA,24,5.01581954956055
14,3,2016,6236,"Myers, Jason",K,JAC,t,ind,7,4500,Indianapolis Colts,25,16,25.5,408,452,28.2,1952,4.3,122,14,56,89,19.7,16,3,10,24,16,25.5,408,354,585,60.5,36.6,4114,7.5,257.1,29,17,210,35.9,80T,64,12,35,88,26,16,255,408,1072,379.1,5.7,20.7,89,227,39,10,14,71,133,1168,31:06,20,8,2016,NA,6.09158706665039
14,3,2016,6236,"Myers, Jason",K,JAC,t,ind,7,4500,Indianapolis Colts,13,3,31.7,95,72,24,287,4,95.7,4,21T,15,20.8,1,0,0,27,3,31.7,95,79,111,71.2,37,913,8.4,304.3,3,1,49,44.1,44,10,2,4,101.6,NA,3,31.7,95,187,400,6.4,23,14,31,45,0,0,0,26,204,29:31,4,3,NA,24,9.58354377746582
14,3,2016,5070,"Walters, Bryan",WR,JAC,t,ind,5.34545447609641,4500,Indianapolis Colts,25,16,25.5,408,452,28.2,1952,4.3,122,14,56,89,19.7,16,3,10,24,16,25.5,408,354,585,60.5,36.6,4114,7.5,257.1,29,17,210,35.9,80T,64,12,35,88,26,16,255,408,1072,379.1,5.7,20.7,89,227,39,10,14,71,133,1168,31:06,20,8,2016,NA,2.04001593589783
14,3,2016,5070,"Walters, Bryan",WR,JAC,t,ind,5.34545447609641,4500,Indianapolis Colts,13,3,31.7,95,72,24,287,4,95.7,4,21T,15,20.8,1,0,0,27,3,31.7,95,79,111,71.2,37,913,8.4,304.3,3,1,49,44.1,44,10,2,4,101.6,NA,3,31.7,95,187,400,6.4,23,14,31,45,0,0,0,26,204,29:31,4,3,NA,24,5.02490043640137
14,3,2016,2953,"Gray, Jonas",RB,JAC,t,ind,4.10000010899135,4500,Indianapolis Colts,25,16,25.5,408,452,28.2,1952,4.3,122,14,56,89,19.7,16,3,10,24,16,25.5,408,354,585,60.5,36.6,4114,7.5,257.1,29,17,210,35.9,80T,64,12,35,88,26,16,255,408,1072,379.1,5.7,20.7,89,227,39,10,14,71,133,1168,31:06,20,8,2016,NA,1.69134402275085
14,3,2016,2953,"Gray, Jonas",RB,JAC,t,ind,4.10000010899135,4500,Indianapolis Colts,13,3,31.7,95,72,24,287,4,95.7,4,21T,15,20.8,1,0,0,27,3,31.7,95,79,111,71.2,37,913,8.4,304.3,3,1,49,44.1,44,10,2,4,101.6,NA,3,31.7,95,187,400,6.4,23,14,31,45,0,0,0,26,204,29:31,4,3,NA,24,4.67457008361816
14,3,2016,5405,"Grant, Corey",RB,JAC,t,ind,2.66666666666667,4500,Indianapolis Colts,25,16,25.5,408,452,28.2,1952,4.3,122,14,56,89,19.7,16,3,10,24,16,25.5,408,354,585,60.5,36.6,4114,7.5,257.1,29,17,210,35.9,80T,64,12,35,88,26,16,255,408,1072,379.1,5.7,20.7,89,227,39,10,14,71,133,1168,31:06,20,8,2016,NA,1.62056374549866
14,3,2016,5405,"Grant, Corey",RB,JAC,t,ind,2.66666666666667,4500,Indianapolis Colts,13,3,31.7,95,72,24,287,4,95.7,4,21T,15,20.8,1,0,0,27,3,31.7,95,79,111,71.2,37,913,8.4,304.3,3,1,49,44.1,44,10,2,4,101.6,NA,3,31.7,95,187,400,6.4,23,14,31,45,0,0,0,26,204,29:31,4,3,NA,24,4.56289100646973
14,3,2016,5347,"Washington, Tony",WR,JAC,t,ind,0.800000011920929,4500,Indianapolis Colts,25,16,25.5,408,452,28.2,1952,4.3,122,14,56,89,19.7,16,3,10,24,16,25.5,408,354,585,60.5,36.6,4114,7.5,257.1,29,17,210,35.9,80T,64,12,35,88,26,16,255,408,1072,379.1,5.7,20.7,89,227,39,10,14,71,133,1168,31:06,20,8,2016,NA,2.0314314365387
14,3,2016,5347,"Washington, Tony",WR,JAC,t,ind,0.800000011920929,4500,Indianapolis Colts,13,3,31.7,95,72,24,287,4,95.7,4,21T,15,20.8,1,0,0,27,3,31.7,95,79,111,71.2,37,913,8.4,304.3,3,1,49,44.1,44,10,2,4,101.6,NA,3,31.7,95,187,400,6.4,23,14,31,45,0,0,0,26,204,29:31,4,3,NA,24,5.01140022277832
15,3,2016,5384,"Dorsett, Phillip",WR,IND,t,jac,6.36666679382324,6400,Jacksonville Jaguars,15,16,28,448,464,29,1709,3.7,106.8,15,87T,102,22,12,1,4,29,16,28,448,390,602,64.8,37.6,4291,7.5,268.2,29,9,222,36.9,71T,54,10,36,97.2,24,16,28,448,1102,375,5.4,22.6,105,227,46,6,12,50,114,989,32:47,16,9,2016,NA,8.0679817199707
15,3,2016,5384,"Dorsett, Phillip",WR,IND,t,jac,6.36666679382324,6400,Jacksonville Jaguars,20,3,28,84,82,27.3,329,4,109.7,3,28,19,23.2,3,0,0,7,3,28,84,66,99,66.7,33,605,6.4,201.7,6,2,31,31.3,45T,8,3,6,96.1,NA,3,28,84,187,311.3,5,20.3,17,40,42,2,2,100,16,105,31:32,4,2,NA,8,14.1504936218262
15,3,2016,2467,"Gore, Frank",RB,IND,t,jac,12.8000005086263,6100,Jacksonville Jaguars,15,16,28,448,464,29,1709,3.7,106.8,15,87T,102,22,12,1,4,29,16,28,448,390,602,64.8,37.6,4291,7.5,268.2,29,9,222,36.9,71T,54,10,36,97.2,24,16,28,448,1102,375,5.4,22.6,105,227,46,6,12,50,114,989,32:47,16,9,2016,NA,6.71082019805908
15,3,2016,2467,"Gore, Frank",RB,IND,t,jac,12.8000005086263,6100,Jacksonville Jaguars,20,3,28,84,82,27.3,329,4,109.7,3,28,19,23.2,3,0,0,7,3,28,84,66,99,66.7,33,605,6.4,201.7,6,2,31,31.3,45T,8,3,6,96.1,NA,3,28,84,187,311.3,5,20.3,17,40,42,2,2,100,16,105,31:32,4,2,NA,8,12.7391090393066
15,3,2016,4551,"Allen, Dwayne",TE,IND,t,jac,7.93333307902018,5900,Jacksonville Jaguars,15,16,28,448,464,29,1709,3.7,106.8,15,87T,102,22,12,1,4,29,16,28,448,390,602,64.8,37.6,4291,7.5,268.2,29,9,222,36.9,71T,54,10,36,97.2,24,16,28,448,1102,375,5.4,22.6,105,227,46,6,12,50,114,989,32:47,16,9,2016,NA,7.90822315216064
15,3,2016,4551,"Allen, Dwayne",TE,IND,t,jac,7.93333307902018,5900,Jacksonville Jaguars,20,3,28,84,82,27.3,329,4,109.7,3,28,19,23.2,3,0,0,7,3,28,84,66,99,66.7,33,605,6.4,201.7,6,2,31,31.3,45T,8,3,6,96.1,NA,3,28,84,187,311.3,5,20.3,17,40,42,2,2,100,16,105,31:32,4,2,NA,8,14.1342964172363
15,3,2016,1433,"Tolzien, Scott",QB,IND,t,jac,-0.0700000002980232,5000,Jacksonville Jaguars,15,16,28,448,464,29,1709,3.7,106.8,15,87T,102,22,12,1,4,29,16,28,448,390,602,64.8,37.6,4291,7.5,268.2,29,9,222,36.9,71T,54,10,36,97.2,24,16,28,448,1102,375,5.4,22.6,105,227,46,6,12,50,114,989,32:47,16,9,2016,NA,5.6728458404541
15,3,2016,1433,"Tolzien, Scott",QB,IND,t,jac,-0.0700000002980232,5000,Jacksonville Jaguars,20,3,28,84,82,27.3,329,4,109.7,3,28,19,23.2,3,0,0,7,3,28,84,66,99,66.7,33,605,6.4,201.7,6,2,31,31.3,45T,8,3,6,96.1,NA,3,28,84,187,311.3,5,20.3,17,40,42,2,2,100,16,105,31:32,4,2,NA,8,11.6852035522461
15,3,2016,2867,"Turbin, Robert",RB,IND,t,jac,5.59999974568685,5000,Jacksonville Jaguars,15,16,28,448,464,29,1709,3.7,106.8,15,87T,102,22,12,1,4,29,16,28,448,390,602,64.8,37.6,4291,7.5,268.2,29,9,222,36.9,71T,54,10,36,97.2,24,16,28,448,1102,375,5.4,22.6,105,227,46,6,12,50,114,989,32:47,16,9,2016,NA,3.35817503929138
15,3,2016,2867,"Turbin, Robert",RB,IND,t,jac,5.59999974568685,5000,Jacksonville Jaguars,20,3,28,84,82,27.3,329,4,109.7,3,28,19,23.2,3,0,0,7,3,28,84,66,99,66.7,33,605,6.4,201.7,6,2,31,31.3,45T,8,3,6,96.1,NA,3,28,84,187,311.3,5,20.3,17,40,42,2,2,100,16,105,31:32,4,2,NA,8,8.78339385986328
15,3,2016,6037,"Vinatieri, Adam",K,IND,t,jac,10.3333333333333,4800,Jacksonville Jaguars,15,16,28,448,464,29,1709,3.7,106.8,15,87T,102,22,12,1,4,29,16,28,448,390,602,64.8,37.6,4291,7.5,268.2,29,9,222,36.9,71T,54,10,36,97.2,24,16,28,448,1102,375,5.4,22.6,105,227,46,6,12,50,114,989,32:47,16,9,2016,NA,7.41159629821777
